Name,Price,Description,ImageUrl,Brand Name,Gender
AMOUAGE PURPOSE,,"Fragrance Notes:
• Top: Bergamot 🍋, Pink Pepper 🌶️, Frankincense 🕯️, Pimento Berry 🌿
• Heart: Rose 🌹, Sand Vetiver 🌾, Sandalwood 🪵, Papyrus 🌿
• Base: Saffron 🧂, Suede 🧥, Mystikal (ambery accord), Akigalawood 🪵 ",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FAMOUAGE%20PURPOSE.jpg?alt=media&token=2c283e05-452a-4df4-8fc8-d88fee79ccbe,Amouage,Unisex
AMOUR ETERNEL ,,"Fragrance Notes:
• Top: Red Berries 🍓, Bergamot 🍋
• Heart: Rose 🌹, Jasmine 🌼
• Base: Vanilla 🍦, Patchouli 🌿, Amber 🧡

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FAMOUR%20ETERNEL_.jpg?alt=media&token=a752d567-c6fb-4aa3-93fe-941e5ef0ac10,Amour Eternel,Unisex
AMOURA LATTAFA ,,"Fragrance Notes:
• Top: Fruity Notes 🍇🍊, Citrus 🍋
• Heart: Floral Notes 🌸
• Base: Musk, Woody Notes 🪵",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FAMOURA%20LATTAFA_.png?alt=media&token=d1bd3b99-cc19-496e-b619-148887b53128,Lattafa,Unisex
ANA ABIYEDH ,"28,000","Fragrance Notes:
• Top: Bergamot 🍋, Orange 🍊
• Heart: Pear 🍐, Vanilla 🍦
• Base: Musk 🕊️, Dry Amber 🧡 ",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FANA%20ABIYEDH_.png?alt=media&token=feedc9d0-3dcc-4ba9-abc8-9cf85148022c,Lattafa,Unisex
ANDALEEB ASDAAF,"26,000","Fragrance Notes:
• Top: Orange 🍊, Mandarin 🍊, Bergamot 🍋 (sometimes pear 🍐 or blood orange 😉)
• Heart: Jasmine 🌸, Rose 🌹, White flowers
• Base: Caramel 🍬 (or honey-like sweetness), Amber 🧡, Musk 🐚, Sandalwood 🪵, Vetiver 🌾, occasionally Patchouli 🌿

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FANDALEEB_.jpg?alt=media&token=34547e09-45ce-4b74-a135-01e1a8c9d429,Asdaaf,Male
ANDALEEB FLORA ,"26,000","Fragrance Notes:
• Top: Orange 🍊, Mandarin 🍊, Bergamot 🍋
• Heart: Jasmine 🌸, Rose 🌹
• Base: Patchouli 🌿, Sandalwood 🌲, Vetiver 🌾, Musk 🕊️",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FANDALEEB%20FLORA_.jpg?alt=media&token=7d582a45-d1c3-482b-8f7d-6a802aa281f1,Lattafa,Female
ANGHAM ,"45,000","Fragrance Notes:
• Top: Ginger 🌿, Mandarin 🍊, Pink Pepper 🌶️ 
• Heart: Lavender 🌸, Praline 🍬, Cacao 🍫, Jasmine 🌸 
• Base: Vanilla 🍦, Amber 🧡, Musk 🐚 ",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FANGHAM_.jpg?alt=media&token=2e5907fe-55b9-411e-b470-63c0352b8fc8,Lattafa,Unisex
ANGHAM LATTAFA ,"45,000","Fragrance Notes:
• Top: Bergamot 🍋, Pink Pepper 🌶️
• Heart: Jasmine 🌸, Rose 🌹, Lavender 🌸
• Base: Vanilla 🍦, Musk, Amber 🧡, Sandalwood 🪵",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FANGHAM%20LATTAFA_.jpg?alt=media&token=c0b7a168-ec47-47f0-a93f-6e7f4ec8dd9c,Lattafa,Unisex
ANSAAM GOLD LATTAFA ,"45,000","Fragrance Notes:
• Top: Mandarin 🍊, Pear 🍐
• Heart: Jasmine 🌸, Rose 🌹, Candy
• Base: Raspberry 🍓, Vanilla 🍦, Musk
",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FANSAAM%20GOLD%20LATTAFA_.png?alt=media&token=e479ac51-0a3c-487e-a062-190075b04321,Lattafa,Female
ANSAAM SILVER LATTAFA PRIDE ,"45,000","Ansaam Silver (Lattafa Pride)
Fragrance Notes:
• Top: Cardamom 🌿, Bergamot 🍋
• Heart: Lavender 🌸, Davana 🌿
• Base: Vanilla 🍦, Amber 🧡, Patchouli 🌿, Musk",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FANSAAM%20SILVER%20LATTAFA%20PRIDE_.jpg?alt=media&token=8455f55b-5ca5-4ce6-b652-9f1146607400,Lattafa,Unisex
ANTIQUE ,"70,000","Fragrance Notes:
• Top: Apple 🍏, Cinnamon 🌰, Rum 🥃
• Heart: Cistus Resin, Iris 🌸, Sandalwood 🪵
• Base: Amber 🧡, Moss 🌲, Pralines 🍬, Tonka Bean 🌰",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FANTIQUE_.png?alt=media&token=c5446de6-390c-4979-ad39-0fa74f7705fa,Lattafa,Unisex
ARABIYAT PRESTIGE ISHATAR,"52,000","Fragrance Notes:
• Top: Mandarin 🍋, Rose 🌹
• Heart: Caramel 🍬, Jasmine 🌸, Dry Amber 🧡
• Base: Musk 🕊️, Vanilla 🍦, Evernyl (woody)
",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FARABIYAT%20PRESTIGE%20ISHATAR.jpg?alt=media&token=e924736d-0739-4797-a289-883d89368433,Arabiyat Prestige,Male
ART OF ARABIA LATTAFA PRIDE ,"60,000","Fragrance Notes:
• Top: Apple 🍏, Cardamom 🌶️
• Heart: Cedarwood 🪵, Jasmine 🌼
• Base: Amber 🧡, Oud 🪵, Musk 🐚",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FART%20OF%20ARABIA%20LATTAFA%20PRIDE%20.JPG?alt=media&token=68e6edac-db7b-4837-8366-2939f29f6b5d,Lattafa,Male
ART OF NATURE 1 ,"60,000","Fragrance Notes:
• Top: Bergamot 🍋, Apple 🍏, Cinnamon 🌰
• Heart: Lavender 💜, Violet 🌸, Geranium 🌺
• Base: Vanilla 🍦, Tonka Bean 🌰, Woody Notes 🪵

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FART%20OF%20NATURE%20II.PNG?alt=media&token=4869f7bf-fdb3-4fe7-9fd8-45ab2b88983b,Lattafa,Unisex
ART OF UNIVERSE LATTAFA ,"60,000","Fragrance Notes:
• Top: Bergamot 🍋, Black Currant 🍇
• Heart: Jasmine 🌼, Lily of the Valley 🌸
• Base: Amber 🧡, Musk 🐚, Vanilla 🍦",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FART%20OF%20UNIVERSE%20LATTAFA%20.PNG?alt=media&token=71b4ccea-ce11-48bb-8992-711080f683b1,Lattafa,Unisex
ARTISAN ETHNIQUE,,"Fragrance Notes:
• Top: Apple 🍏, Spices 🌶️
• Heart: Tobacco 🍂, Cinnamon 🌰
• Base: Vanilla 🍦, Amber 🧡, Leather 🧥",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FARTISAN%20ETHNIQUE.png?alt=media&token=05c8fcd4-7398-4665-be2d-c92e9e3cd2c8,Lattafa,Unisex
ASAD LATTAFA ,"30,000","Fragrance Notes:
• Top: Black Pepper 🌶️, Tobacco Leaf 🍂, Pineapple 🍍
• Heart: Coffee ☕, Patchouli 🌿, Iris 🌸
• Base: Amber 🧡, Vanilla 🍦, Dry Woods 🪵, Benzoin 🌳, Labdanum 🌿

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FASAD%20LATTAFA_.jpg?alt=media&token=c3904fdb-8853-4c5e-82e5-cd2e5bf52d2e,Lattafa,Male
ASAD LATTAFA ZANZIBAR,"30,000","Fragrance Notes:
• Top: Black Pepper 🌶️, Lavender 💜
• Heart: Coconut Water 🥥, Iris 🌸, Salt 🧂
• Base: Vanilla 🍦, Incense 🌫️",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FASAD%20LATTAFA%20ZANIBAR.png?alt=media&token=bf655980-b32e-43c3-bde0-1a43ec69c4cd,Lattafa,Male
AURA CRISP FLOWER,"26,000","Fragrance Notes:
• Top: Pear 🍐, Bergamot 🍋, Peach 🍑
• Heart: Jasmine 🌸, Peony 🌼
• Base: Musk 🕊️, Vanilla 🍦, Vetiver 🌾 ",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FAURA%20CRISP%20FLOWER.jpg?alt=media&token=ebccafd3-6358-44e8-9dcb-33e10a6344be,Khadlaj,Female
AURA KISS OF ROSE ,"26,000","Fragrance Notes:
• Top: Apple 🍏, Black Currant 🍇, Grapefruit 🍊, Lychee 🥭
• Heart: Raspberry 🍇, Jasmine 🌸, Rose 🌹
• Base: Vanilla 🍦, Amber 🧡, Musk 🕊️ ",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FAURA%20KISS%20OF%20ROSE_.jpg?alt=media&token=15737a2d-4535-4414-8839-0485bdd8c1f8,Khadlaj,Female
AVANTI FOR HER ,"17,500","Fragrance Notes:
• Top: Rose 🌹, Blackberry 🍇, Pink Pepper 🌶️, Peppercorn 🌶️, Raspberry 🍓, Mandarin 🍊
• Heart: Saffron 🧂, Olibanum (Frankincense) 🌫️
• Base: Vanilla 🍦, Cedarwood 🌲, Sandalwood 🌲, Musk 🕊️",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FAVANTI%20FOR%20HER_.jpg?alt=media&token=25a9a782-2a02-4508-9981-b363e15824ab,Avanti,Female
AVANTI FOR HIM,"17,500","Fragrance Notes:
• Top: Zesty Citrus 🍊, Fresh Bergamot 🍋
• Heart: Aromatic Herbs 🌿, Spicy Nuances 🌶️
• Base: Warm Woods 🌲, Earthy Leather 🧥, Masculine Musk 🕊️",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FAVANTI%20FOR%20HIM.jpg?alt=media&token=0a766fef-3a8d-427c-a1fb-12dc3ef480a7,Avanti,Male
AVANTI VELVET EDITION,"17,500","Fragrance Notes:
• Top: (Not officially listed, but leans fresh and subtle floral)
• Heart: Rich floral accord 🌸 mixed with warm oriental spices 🌶️
• Base: Deep amber wood, creamy musk 🕊️",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FAVANTI%20VELVET%20EDITION.jpg?alt=media&token=7a81c86f-e177-45d5-a02f-215ffaf9ad7c,Avanti,Female
AVENUE POUR HOMME CATSLE BEAJR,"18,500","Fragrance Notes:
• Top: Fresh citrus 🍋 with a spicy kick 🌶️
• Heart: Warm spices—cinnamon & nutmeg 🌰—layered over subtle florals 🌸
• Base: Smoky oud 🪵, dark patchouli 🌿, creamy sandalwood 🪵",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FAVENUE%20POUR%20HIMME%20CATSLE%20BEAJR.jpg?alt=media&token=1227bf02-4143-449b-b3e3-e26ae1530f91,Castle Bejar,Male
AWAAN LATTAFA,"43,000","Fragrance Notes:
• Top: Bergamot 🍋, Orange 🍊
• Heart: Jasmine 🌸, Orange Blossom 🌼
• Base: Sandalwood 🌲, Patchouli 🌿, Musk 🕊️ ",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FAWAAN%20LATTAFA.png?alt=media&token=00305cd0-8f4a-4ab6-8e70-f47b7e51a2cb,Lattafa,Unisex
AYAAN,,"Fragrance Notes:
• Top: Lemon 🍋, Lime 🍈, Spices 🧂, Green Notes 🌿
• Heart: Pineapple 🍍, Rose 🌹, Cedarwood 🪵
• Base: Patchouli 🌿, Suede 🧥, Amber 🧡

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FAYAAN.jpg?alt=media&token=6264a715-46ae-4afd-aaca-7180582bcb06,Ayaan,Unisex
AZARA MAN ,"21,000","Fragrance Notes:
• Top: Plum 🍑, Truffle 🍄 
• Heart: Black Orchid 🌸, Orchid 🌸, Rum 🥃, Ylang‑Ylang 🌺 
• Base: Patchouli 🌿",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FAZARA%20MAN_.jpg?alt=media&token=35f3bd01-c8be-4867-99f3-10737fcc3987,Azara,Male
BADEE AL OUD ,"42,000","Fragrance Notes:
• Top: Saffron 🧂, Nutmeg, Lavender
• Heart: Agarwood (Oud), Patchouli
• Base: Agarwood (Oud), Patchouli, Musk 🪶",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBADEE%20AL%20OUD_.jpg?alt=media&token=029006ab-13f8-44b4-a1e7-b455b00c6c6d,Lattafa,Unisex
BADEE AL OUD SUBLIMNE ,"42,000","Fragrance Notes:
• Top: Apple 🍏, Litchi 🥭, Rose 🌹
• Heart: Plum 🍑, Jasmine 🌸
• Base: Moss 🍃, Vanilla 🍦, Patchouli 🌿",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBADEE%20AL%20OUD%20SUBLIMNE_.jpg?alt=media&token=940a1228-fe05-430f-90a9-52f15f17a1f3,Lattafa,Unisex
BANANA BLISS,,"Fragrance Notes:
• Top: Banana 🍌, Coconut 🥥
• Heart: Vanilla 🍦, Jasmine 🌼
• Base: Musk 🐚, Tonka Bean 🌰",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBANANA%20BLISS.jpg?alt=media&token=3e432666-133f-45aa-86f0-a3c422e9ffbc,Paris Corner,Unisex
BARACAT ROUGE ,"25,000","Fragrance Notes:
• Top: Jasmine 🌸, Saffron 🧂, Bitter Almond 🌰
• Base: Cedarwood 🪵, Ambergris 🐚, Musky Wood accord, Vetiver 🌾",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBARACAT%20ROUGE_.jpg?alt=media&token=6015881d-ae63-4be2-8f14-dc1c1cc2ed95,Barakkat,Unisex
BARAKKAT ROUGE 540 EXTRAIT DE PARFUM,"25,000","Fragrance Notes:
• Top: Bitter Almond 🌰, Saffron 🧂
• Heart: Jasmine 🌸, Cedar 🌲
• Base: Ambergris 🧡, Musk 🕊️, Woody Notes 🌲

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBARAKKAT%20ROUGE%20540%20EXTRAIT%20DE%20PERFUME.jpg?alt=media&token=423926b4-2b9a-4dc1-ba95-5b203120dfee,Barrakat,Unisex
BARAKKAT SATIN OUD ,"25,000","Fragrance Notes:
• Top: Agarwood (Oud) 🪵, Rose 🌹
• Heart: Benzoin 🌿, Turkish Rose 🌹
• Base: Vanilla 🍦, Violet 🌸

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBARAKKAT%20SATIN%20OUD_.jpg?alt=media&token=4c489e75-7d4b-474d-9127-11759f1386ba,Barakkat,Male
BARRAKAT ROUGE 540 EAU DE PARFUM,"25,000","Fragrance Notes:
• Top: Saffron 🧂, Jasmine 🌸
• Heart: Amberwood 🌲
• Base: Fir Resin 🌿, Cedar 🌲
",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBARRAKAT%20ROUGE%20540%20EAU%20DE%20PERFUME.jpg?alt=media&token=e227e3fe-8806-4bfe-9343-fd4e3f0e26b5,Barrakat,Unisex
Beautiful Journey Castle Bejar ,"18,500","Fragrance Notes:
• Top: Bright citrus 🍋, Spicy hints 🌶️
• Heart: Soft florals 🌸, Warm spices 🌰
• Base: Creamy woods 🪵, Smooth amber 🧡, Oud 🪵
",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBeautiful%20Journey.jpg?alt=media&token=44270b7e-5ace-48a7-8fea-ecf0ba2b3586,Castle Bejar,Female
BEDOUR ,,"Fragrance Notes:
• Top: Red Fruits 🍓, Bergamot 🍋, Mandarin 🍊, Pear 🍐
• Heart: Orange Blossom 🌼, Jasmine 🌸, Rose 🌹
• Base: Sandalwood 🌲, Patchouli 🌿, Vanilla 🍦, Musk 🕊️ ",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBEDOUR_.jpg?alt=media&token=48b883e3-3b11-4586-88df-021f496e6b24,Arabiyat Prestige,Unisex
BEDOUR  EXTRAIT,,"Fragrance Notes:
• Top: Mandarin 🍊, Bergamot 🍋, Grapefruit 🍊, White Peach 🍑
• Heart: Orange Blossom 🌼, Raspberry 🍇, Blackcurrant 🍇, Vetiver 🌾
• Base: Whipped Cream 🍦, Marshmallow 🍥, Cotton Candy 🍭, Musk 🕊️, Ambrette 🌿, Akigalawood 🌳",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBEDOUR%20%20EXTRAIT.jpg?alt=media&token=3d2e9620-0f5c-44b2-b191-bfe70c19d849,Bedour,Female
BENTLEY FOR MEN ABSOLUTE ,,"Fragrance Notes:
• Top: Pink Pepper 🌶️, Ginger 🌿, Frankincense 🌫️
• Heart: Olibanum, Papyrus 🌾, Sandalwood 🌲
• Base: Atlas Cedar 🌲, Agarwood (Oud) 🪵, Amber 🧡, Moss 🍃",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBENTLEY%20FOR%20MEN%20ABSOLUTE_.jpg?alt=media&token=7bacacf9-4087-430c-94b0-af1b90823b7e,Bentley,Male
Black Leather Men,"22,000","Fragrance Notes:
• Top: Bergamot 🍋, Pepper 🌶️
• Heart: Leather 🧥, Cardamom 🌿, Jasmine 🌸
• Base: Patchouli 🌿, Tonka Bean 🌰, Vetiver 🌾",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBlack%20Leather%20Men.jpg?alt=media&token=6f33b63d-8b48-48fb-89d7-59f4a4f52ff4,Black Leather,Male
BLACK ORCHID ,"21,000","Fragrance Notes:
• Top: Black Truffle 🍄, Ylang‑Ylang 🌸, Bergamot 🍋, Black Currant 🍇, Bitter Orange 🍊 
• Heart: Black Orchid 🌸, Jasmine 🌸, Rum 🍹, Dark florals, Tonka Bean 🍫 
• Base: Patchouli 🌿, Incense 🕯️, Vanilla 🍦, Sandalwood 🪵, Vetiver 🌾, Amber 🧡, Balsam, Musk

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBLACK%20ORCHID_.jpg?alt=media&token=bb735dbc-7f90-4686-be39-47566a3852bb,Tom Ford,Unisex
BLEU DE CHANEL ,,"Fragrance Notes:
• Top: Grapefruit 🍊, Lemon 🍋, Mint 🌿, Pink Pepper 🌶️, Bergamot 🍋, Aldehydes
• Heart: Ginger 🌰, Nutmeg 🌰, Jasmine 🌸, Melon 🍈
• Base: Incense 🕯️, Amber 🧡, Cedar 🪵, Sandalwood 🪵, Patchouli 🌿, Amberwood 🪵, Labdanum 🌳, White Musk 🐚",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBLEU%20DE%20CHANEL_.jpg?alt=media&token=29e5bcc7-2797-47c9-be29-734ee7a66c57,Bleu de Chanel,Male
BLUE OUD LATTAFA ,"22,000","Fragrance Notes:
• Top: Apple 🍏, Black Pepper 🌶️, Bergamot 🍋
• Heart: Jasmine 🌸, Sage 🌿, Fruits 🍇, Saffron 🧂
• Base: Oud 🪵, Sandalwood 🪵, Guaiac Wood 🌳, Ambergris 🐚'",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBLUE%20OUD%20LATTAFA_.jpg?alt=media&token=5cdfbb49-0c40-4d70-b210-418c4a8eb5eb,Lattafa,Unisex
BLUE SAPPHIRE LATTAFA ,"42,000","Fragrance Notes:
• Top: Mint 🌱, Lemon 🍋, Apple 🍏
• Heart: Geranium 🌹, Clary Sage 🌿, Marine Accord 🌊
• Base: Patchouli 🌿, Cedarwood 🌲 
",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBLUE%20SAPPHIRE%20LATTAFA_.png?alt=media&token=ffa53437-4801-4096-aa1f-9badddf01825,Lattafa,Unisex
BOIS 1920,,"Fragrance Notes:
• Top: Saffron 🧂, Clove 🌰, Orange 🍊, Bergamot 🍋 
• Heart: Patchouli 🌿, Sandalwood 🪵, Cedarwood 🪵, Ylang‑Ylang 🌸 
• Base: Leather 🧥, Amber 🧡, Vanilla 🍦",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBOIS%201920.jpg?alt=media&token=ed59b823-ff81-415d-b35a-9e3e87391fda,Bois,Male
BOURBON ASAD LATTAFA ,"30,000","Fragrance Notes:
• Top: Pink Pepper 🌶️, Lavender 💜, Mirabelle Plum 🍑
• Heart: Cacao 🍫, Nutmeg 🌰, Davana 🌿
• Base: Bourbon Vanilla 🍦, Amber 🧡, Vetiver 🌾",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBOURBON%20ASAD%20LATTAFA_.jpg?alt=media&token=b5428c35-e654-4617-8986-386918a3803c,Lattafa,Unisex
BREEZE LATTAFA ,"65,000","Fragrance Notes:
• Top: Bergamot 🍋, Incense 🌫️, Cardamom 🌿
• Heart: Jasmine-like Lily of the Valley 🌼, Cyclamen 🌸
• Base: Musk 🕊️, Sandalwood 🌲, Cedarwood 🌲",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBREEZE%20LATTAFA_.png?alt=media&token=86f1c8ca-56b6-41c9-bedb-1efe1541e5b8,Lattafa,unisex
BREEZE LATTAFA PRIDE ,"65,000","Fragrance Notes:
• Top: Apple 🍏, Lemon 🍋, Bergamot 🍋
• Heart: Lavender 🌸, Geranium 🌺
• Base: Musk, Vetiver 🌾, Amber 🧡, Patchouli 🌿",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBREEZE%20LATTAFA%20PRIDE_.png?alt=media&token=a57dc4fd-e7df-4192-a03c-ea2bfa37cbad,Lattafa,Unisex
BRIGHT ROUGE CASTLE BEJAR,"18,500","Fragrance Notes:
• Top: Saffron 🧂, Jasmine 🌼
• Heart: Amberwood 🌳, Ambergris 🐚
• Base: Fir Resin 🌲, Cedarwood 🪵",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBRIGHT%20ROUGE%20CASTLE%20BEHAR.jpg?alt=media&token=4a51c235-bcf3-43b8-ab87-a8c766ca5723,Castle Bejar,Male
BRIGHT SATIN GOLD CASTLE BEJAR ,"18,500","Fragrance Notes:
• Top: Rose 🌹, Raspberry 🍇
• Heart: Saffron 🧂, Jasmine 🌼
• Base: Amber 🧡, Oud 🪵, Musk 🐚",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBRIGHT%20SATIN%20GOLD%20CASTLE%20BEJAR_.jpg?alt=media&token=0f88e2c3-cf4e-46ba-97f9-755adb3d1216,Castle Bejar,Unisex
BRIOCHE VANILLE,,"Fragrance Notes:
• Top: Whipped Cream 🍦, Caramel 🍯
• Heart: Vanilla 🍦, Almond 🌰
• Base: Musk 🐚, Tonka Bean 🌰, Sugar 🍬

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBRIOCHE%20VANILLE.png?alt=media&token=289bb283-054f-47d8-93f9-0916d54038f8,Lattafa,Unisex
Brosia Paris Sugar White Intense Eau de Parfum,"21,000","Fragrance Notes:
• Top: Whipped Cream 🍦, Cotton Candy 🍭
• Heart: White Flowers 🌼, Vanilla Orchid 🌸
• Base: Musk 🐚, Amber 🧡, Sugar Crystals",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBROSIA~2.JPG?alt=media&token=03802390-95c7-4787-98c9-fa99973e68f6,Brosia,Unisex
BROSIA SUGAR PISTACHIO,"21,000","Fragrance Notes:
• Top: Pistachio 🌰, Almond 🌰
• Heart: Vanilla 🍦, Caramel 🍮
• Base: Tonka Bean 🌰, White Musk 🐚, Amber 🧡",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBROSIA%20SUGAR%20PISTACHIO.jpg?alt=media&token=771cb8aa-757d-4d03-8cde-86b2e330e9c7,Brosia,Unisex
BROWN ORCHID ,"21,000","Fragrance Notes:
• Top: Black Truffle 🍄, Ylang-Ylang 🌺, Bergamot 🍋, Blackcurrant 🍇
• Heart: Orchid 🌸, Spices 🌶️, Fruity Accords 🍑
• Base: Patchouli 🌿, Incense 🕯️, Chocolate 🍫, Amber 🧡, Vanilla 🍦",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBROWN%20ORCHID_.jpg?alt=media&token=0cdeea8f-5cc9-49e9-8666-970108a50dcf,Brown Orchid,Male
BROWN ORCHID AMETHYST ,"21,000","Fragrance Notes:
• Top: Arabian Jasmine 🌼
• Heart: Woody Notes 🪵
• Base: White Amber 🧡

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBROWN%20ORCHID%20AMETHYST_.jpg?alt=media&token=6193333c-9883-4956-919e-76160b8108c4,Brown Orchid,Unisex
BROWN ORCHID BLANC EDITION ,"21,000","Fragrance Notes:
• Top: Bergamot 🍋, Mandarin 🍊, Neroli 🌼
• Heart: Green Tea 🍵, Blackcurrant 🍇
• Base: Musk 🐚, Sandalwood 🪵, Galbanum 🌿",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBROWN%20ORCHID%20BLAN%20EDITION_.jpg?alt=media&token=d26a2e9f-94e7-4647-8ada-d2d569815be2,Brown Orchid,Unisex
BROWN ORCHID GOLD EDITION ,"21,000","Fragrance Notes:
• Top: Honey 🍯, Bitter Orange 🍊, Citrus Mix
• Heart: Cherry 🍒, Tuberose 🌼, Orange Blossom 🌸, Pear 🍐, Nard (spicy resin)
• Base: Tonka Bean 🌰, Vanilla 🍦, Patchouli 🌿, Sandalwood 🪵, Amberwood 🪵, White Musk 🐚",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBROWN%20ORCHID%20GOLD%20EDITION_.jpg?alt=media&token=db69ece7-53e7-491e-96e6-1279a52b9211,Brown Orchid,Male
BROWN ORCHID ROSE EDITION ,"21,000","Fragrance Notes:
• Top: Jasmine 🌼, Ylang-Ylang 🌺, Blackcurrant 🍇
• Heart: White Flowers 🌸, Lotus Wood 🪵
• Base: Patchouli 🌿, Sandalwood 🪵, Dark Chocolate 🍫, Incense 🕯️, Amber 🧡
",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBROWN%20ORCHID%20ROSE%20EDITION_.jpg?alt=media&token=d63f2cdd-eefa-4d52-a078-21f7c0478182,Brown Orchid,Female
